,time,U_dv,I_dv,U_gen,I_gen,n_dvig,n_n,t_gtr2,p_gtr2,t_do,t_after
46,47,260.7392883300781,308.8307189941406,483.5445251464844,-0.36322999000549316,433,951,61.203548431396484,0.32455000281333923,43.963680267333984,52.47114944458008
47,48,260.894287109375,310.3401794433594,484.9810791015625,-0.28301000595092773,431,952,61.393619537353516,0.323419988155365,44.27540969848633,52.51813888549805
48,49,261.17852783203125,308.71905517578125,486.25286865234375,-0.2444400042295456,434,949,61.441139221191406,0.32888999581336975,43.5560302734375,52.16572189331055
49,50,261.3135070800781,307.92742919921875,487.4034118652344,-0.3305499851703644,438,961,61.441139221191406,0.3277899920940399,43.60398864746094,52.1892204284668
50,51,261.3135070800781,307.92742919921875,487.4034118652344,-0.3305499851703644,436,982,61.441139221191406,0.3277899920940399,43.60398864746094,52.1892204284668
51,52,261.4852294921875,306.27423095703125,488.3758239746094,-0.3541400134563446,432,954,61.441139221191406,0.3330099880695343,43.81980895996094,51.954280853271484
52,53,261.6221618652344,307.6820373535156,489.2265625,-0.2764500081539154,429,951,61.464900970458984,0.32798999547958374,43.41215896606445,51.930789947509766
53,54,261.6221618652344,307.6820373535156,489.2265625,-0.2764500081539154,430,968,61.464900970458984,0.32798999547958374,43.41215896606445,51.930789947509766
54,55,261.6759033203125,306.37225341796875,489.9208679199219,-0.31595999002456665,437,959,61.464900970458984,0.3322800099849701,43.65195083618164,52.1892204284668
55,56,261.7799072265625,307.0582580566406,490.41229248046875,-0.3461099863052368,433,966,61.29859161376953,0.3364900052547455,43.74787139892578,52.33018112182617
56,57,261.7799072265625,307.0582580566406,490.41229248046875,-0.3461099863052368,437,963,61.29859161376953,0.3364900052547455,43.74787139892578,52.33018112182617
57,58,261.8291015625,306.309814453125,491.056884765625,-0.21448999643325806,432,953,61.22731018066406,0.3332799971103668,43.963680267333984,52.4946403503418
58,59,261.7937316894531,309.07244873046875,491.6215515136719,-0.1793300062417984,433,988,61.29859161376953,0.33322998881340027,44.34733963012695,52.16572189331055
59,60,261.7937316894531,309.07244873046875,491.6215515136719,-0.1793300062417984,434,965,61.29859161376953,0.33322998881340027,44.34733963012695,52.16572189331055
60,61,261.76727294921875,306.9508361816406,492.1458435058594,-0.2786499857902527,431,964,61.08475112915039,0.33379000425338745,44.227439880371094,52.47114944458008
61,62,261.7756042480469,305.0673828125,492.571533203125,-0.31400999426841736,438,961,61.251068115234375,0.3343600034713745,44.27540969848633,52.565120697021484
62,63,261.7756042480469,305.0673828125,492.571533203125,-0.31400999426841736,430,960,61.251068115234375,0.3343600034713745,44.27540969848633,52.565120697021484
63,64,261.8529357910156,306.22222900390625,493.03759765625,-0.19699999690055847,437,967,60.98971176147461,0.33403000235557556,44.34733963012695,52.588619232177734
64,65,261.4861755371094,304.6265563964844,493.2271728515625,-0.1979600042104721,429,956,61.13227081298828,0.33531999588012695,43.60398864746094,53.03499984741211
65,66,261.32305908203125,305.11444091796875,493.3489685058594,-0.28029999136924744,429,966,61.156028747558594,0.33239999413490295,43.843780517578125,53.01150894165039
66,67,261.32305908203125,305.11444091796875,493.3489685058594,-0.28029999136924744,430,973,61.156028747558594,0.33239999413490295,43.843780517578125,53.01150894165039
67,68,261.1737365722656,305.003173828125,493.397705078125,-0.13842999935150146,433,939,61.17979049682617,0.33166998624801636,44.01163101196289,52.91753005981445
68,69,261.1513977050781,305.02520751953125,493.4320983886719,-0.16078999638557434,434,967,61.29859161376953,0.331959992647171,43.93968963623047,53.01150894165039
69,70,261.1513977050781,305.02520751953125,493.4320983886719,-0.16078999638557434,434,947,61.29859161376953,0.331959992647171,43.93968963623047,53.01150894165039
70,71,261.3124084472656,306.0837707519531,493.5278015136719,-0.2735700011253357,431,984,61.464900970458984,0.3283799886703491,44.27540969848633,52.541629791259766
71,72,261.5951843261719,307.09576416015625,493.8033752441406,-0.25543999671936035,437,954,61.3698616027832,0.3223699927330017,44.53916931152344,52.30669021606445
72,73,261.5951843261719,307.09576416015625,493.8033752441406,-0.25543999671936035,436,983,61.3698616027832,0.3223699927330017,44.53916931152344,52.30669021606445
73,74,261.8477783203125,304.8679504394531,494.0904235839844,0.3070400059223175,437,954,61.4886589050293,0.32471001148223877,44.49121856689453,52.35367965698242
74,75,261.92364501953125,304.84246826171875,494.1617431640625,4.95835018157959,434,952,61.464900970458984,0.329259991645813,44.395301818847656,52.212711334228516
75,76,261.92364501953125,304.84246826171875,494.1617431640625,4.95835018157959,430,975,61.464900970458984,0.329259991645813,44.395301818847656,52.212711334228516
76,77,261.9703674316406,304.4366760253906,493.58660888671875,15.36301040649414,429,948,61.559940338134766,0.33118000626564026,44.53916931152344,52.40066909790039
77,78,261.8355712890625,306.5063781738281,491.23712158203125,31.975170135498047,429,930,61.631221771240234,0.3295400142669678,44.49121856689453,52.68259048461914
78,79,261.8355712890625,306.5063781738281,491.23712158203125,31.975170135498047,430,934,61.631221771240234,0.3295400142669678,44.49121856689453,52.68259048461914
79,80,261.6273498535156,307.1680908203125,485.75775146484375,51.83893966674805,431,936,61.678741455078125,0.3258199989795685,44.51519012451172,53.01150894165039
80,81,261.1163635253906,306.9646301269531,479.47418212890625,78.49556732177734,430,890,61.607460021972656,0.34161001443862915,43.9876594543457,52.823551177978516
81,82,261.1163635253906,306.9646301269531,479.47418212890625,78.49556732177734,430,843,61.607460021972656,0.34161001443862915,43.9876594543457,52.823551177978516
82,83,260.6070556640625,310.50811767578125,468.5148620605469,97.8637466430664,426,825,61.559940338134766,0.36138999462127686,43.364200592041016,52.75307846069336
83,84,260.2621154785156,311.76800537109375,455.0042724609375,124.70733642578125,429,798,61.441139221191406,0.4012199938297272,43.81980895996094,52.75307846069336
84,85,260.2621154785156,311.76800537109375,455.0042724609375,124.70733642578125,431,788,61.441139221191406,0.4012199938297272,43.81980895996094,52.75307846069336
85,86,259.98040771484375,311.56591796875,438.9831848144531,155.2071533203125,433,734,61.251068115234375,0.43935999274253845,44.05958938598633,53.01150894165039
86,87,260.046875,310.54754638671875,420.6466064453125,182.08497619628906,433,702,61.393619537353516,0.5201200246810913,44.37131881713867,53.22296142578125
87,88,260.046875,310.54754638671875,420.6466064453125,182.08497619628906,432,683,61.393619537353516,0.5201200246810913,44.37131881713867,53.22296142578125
88,89,260.3856506347656,309.0281982421875,400.45196533203125,202.46311950683594,434,660,61.631221771240234,0.5859900116920471,43.79582977294922,52.96451950073242
89,90,260.89013671875,308.0069274902344,379.56036376953125,213.3837432861328,431,636,61.678741455078125,0.6274300217628479,43.268280029296875,52.847049713134766
90,91,260.89013671875,308.0069274902344,379.56036376953125,213.3837432861328,432,609,61.678741455078125,0.6274300217628479,43.268280029296875,52.847049713134766
91,92,261.3180847167969,305.6547546386719,359.08514404296875,223.20208740234375,438,605,61.726261138916016,0.6689299941062927,43.81980895996094,52.63560104370117
92,93,261.96099853515625,306.12799072265625,340.0028991699219,222.88546752929688,435,576,61.75001907348633,0.6948400139808655,43.268280029296875,52.75307846069336
93,94,261.96099853515625,306.12799072265625,340.0028991699219,222.88546752929688,434,562,61.75001907348633,0.6948400139808655,43.268280029296875,52.75307846069336
94,95,262.2383117675781,305.01727294921875,323.292724609375,220.2930145263672,434,562,61.70249938964844,0.7049499750137329,43.62797164916992,52.98801040649414
95,96,262.4830017089844,303.90130615234375,312.5486145019531,215.5435028076172,435,546,61.70249938964844,0.7108799815177917,43.7238883972168,53.152469635009766
96,97,262.5536193847656,305.3432312011719,300.5899963378906,211.85549926757812,433,539,61.58369827270508,0.7143700122833252,43.963680267333984,52.68259048461914
97,98,262.5536193847656,305.3432312011719,300.5899963378906,211.85549926757812,429,533,61.58369827270508,0.7143700122833252,43.963680267333984,52.68259048461914
98,99,262.5893859863281,304.3215637207031,293.18951416015625,208.57720947265625,432,526,61.631221771240234,0.7151399850845337,43.41215896606445,52.63560104370117
99,100,262.5893859863281,304.3215637207031,293.18951416015625,208.57720947265625,437,521,61.631221771240234,0.7151399850845337,43.41215896606445,52.63560104370117
100,101,262.5389709472656,304.0155334472656,285.1321105957031,204.2766571044922,437,522,61.607460021972656,0.7146999835968018,43.31623840332031,52.588619232177734
101,102,262.5181884765625,304.111083984375,277.4203796386719,202.29965209960938,436,513,61.53617858886719,0.7158300280570984,43.244300842285156,52.37717056274414
102,103,262.44525146484375,303.53741455078125,272.70819091796875,200.03562927246094,434,508,61.70249938964844,0.7176100015640259,43.7238883972168,52.33018112182617
103,104,262.44525146484375,303.53741455078125,272.70819091796875,200.03562927246094,435,506,61.70249938964844,0.7176100015640259,43.7238883972168,52.33018112182617
104,105,262.4651184082031,304.6947326660156,269.849365234375,198.42298889160156,432,508,61.58369827270508,0.7165399789810181,43.19633865356445,52.2831916809082
105,106,262.4667053222656,305.66204833984375,266.7768249511719,197.65672302246094,433,500,61.417381286621094,0.7154200077056885,43.67593002319336,52.65909957885742
106,107,262.4667053222656,305.66204833984375,266.7768249511719,197.65672302246094,434,501,61.417381286621094,0.7154200077056885,43.67593002319336,52.65909957885742
